ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext		
Bug1897695_11	0		user	set up time to have work item discussion with raj at 3:30	CALENDAR	create_calendar_entry	set up time to have <title> work item discussion </title> with <contact_name> raj </contact_name> at <start_time> 3:30 </start_time>	[{"slot_name":"start_time","slot_value":"3:30","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:30\" comment=\"ampm\">3:30</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1897695_12	0		user	set up time to have coffee with raj at 3:30	CALENDAR	create_calendar_entry	set up time to have <title> coffee </title> with <contact_name> raj </contact_name> at <start_time> 3:30 </start_time>	[{"slot_name":"start_time","slot_value":"3:30","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:30\" comment=\"ampm\">3:30</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1897695_13	0		user	set up time with raj to have lunch at 3:30	CALENDAR	create_calendar_entry	set up time with <contact_name> raj </contact_name> to have <title> lunch </title> at <start_time> 3:30 </start_time>	[{"slot_name":"start_time","slot_value":"3:30","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:30\" comment=\"ampm\">3:30</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_001	0		user	Find time with Surya on Monday	CALENDAR	check_availability	Find time with <contact_name>Surya</contact_name>on <start_date>Monday</start_date>	[{"slot_name":"start_date","slot_value":"Monday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-1\">monday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_002	0		user	Is Surya available for meeting on 15th December	CALENDAR	check_availability	Is <contact_name>Surya</contact_name> <availability>available</availability> for meeting on <start_date>15th December</start_date>	[{"slot_name":"availability","slot_value":"available","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"start_date","slot_value":"15th December","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-12-15\">15th december</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_003	0		user	Check if Surya is free now	CALENDAR	check_availability	Check if <contact_name>Surya</contact_name> is <availability>free</availability> <start_time>now</start_time>	[{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"start_time","slot_value":"now","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"PRESENT_REF\">now</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_004	0		user	When is Surya available next	CALENDAR	check_availability	When is <contact_name>Surya</contact_name> <availability>available</availability> <start_time>next</start_time>	[{"slot_name":"availability","slot_value":"available","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_005	0		user	Find time with Nidhi for 30 minutes	CALENDAR	check_availability	Find time with <contact_name>Nidhi</contact_name> for <duration>30 minutes</duration>	[{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_006	0		user	Is Nidhi available for 30 minutes	CALENDAR	check_availability	Is <contact_name>Nidhi</contact_name> <availability>available</availability> for <duration>30 minutes</duration>	[{"slot_name":"availability","slot_value":"available","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_007	0		user	Check if Nidhi is available for 1 hour	CALENDAR	check_availability	Check if <contact_name>Nidhi</contact_name> is <availability>available</availability> for <duration>1 hour</duration>	[{"slot_name":"availability","slot_value":"available","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"duration","slot_value":"1 hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">1 hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_008	0		user	Check if Nidhi is available tomorrow at 3pm	CALENDAR	check_availability	Check if <contact_name>Nidhi</contact_name> is <availability>available</availability> <start_date>tomorrow</start_date> at <start_time>3pm</start_time>	[{"slot_name":"availability","slot_value":"available","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}},{"slot_name":"start_time","slot_value":"3pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T15\">3 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_009	0		user	Check if Nidhi is free at 3pm for 3 hours	CALENDAR	check_availability	Check if <contact_name>Nidhi</contact_name> is <availability>free</availability> at <start_time>3pm</start_time> for <duration>3 hours</duration>	[{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}},{"slot_name":"start_time","slot_value":"3pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T15\">3 pm</TIMEX3>"}},{"slot_name":"duration","slot_value":"3 hours","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT3H\">3 hours</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
FindTime_010	0		user	Find time with Ananya Friday for 30 minutes	CALENDAR	check_availability	Find time with <contact_name>Ananya</contact_name> <start_date>Friday</start_date> for <duration>30 minutes</duration>	[{"slot_name":"start_date","slot_value":"Friday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-5\">friday</TIMEX3>"}},{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_001	0		user	Create a meeting with him tomorrow for 1 hour on benchmark study	CALENDAR	create_calendar_entry	Create a meeting with <relationship_name> him </relationship_name> <start_date> tomorrow </start_date> for <duration> 1 hour </duration> on <title> benchmark study </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_002	0		user	Create a meeting with them tomorrow	CALENDAR	create_calendar_entry	Create a meeting with <relationship_name> them </relationship_name> <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_003	0		user	setup a meeting with her about shiproom discussion	CALENDAR	create_calendar_entry	setup a meeting with <relationship_name> her </relationship_name> about <title> shiproom discussion </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_004	0		user	Create a meeting with us	CALENDAR	create_calendar_entry	Create a meeting with <relationship_name> us </relationship_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_005	0		user	Create meeting with all senders to follow up tomorrow	CALENDAR	create_calendar_entry	Create meeting with all <relationship_name> senders </relationship_name> to <title> follow up </title> <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_006	0		user	Schedule one meeting with the sender to follow up tomorrow	CALENDAR	create_calendar_entry	Schedule one meeting with the <relationship_name> sender </relationship_name> to <title> follow up </title> <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_007	0		user	yes	CALENDAR	confirm	yes	[]	{"PreviousTurnDomain":["calendar"],"PreviousTurnIntent":["create_calendar_entry"],"TaskFrameStatus":["PromptedForConfirmation"],"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_008	0		user	Create a meeting for me tomorrow 1 hour on design readiness	CALENDAR	create_calendar_entry	Create a meeting for <relationship_name> me </relationship_name> <start_date> tomorrow </start_date> <duration> 1 hour </duration> on <title> design readiness </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
TaggingPronouns_009	0		user	10 am tomorrow 	CALENDAR	create_calendar_entry	<start_time> 10 am </start_time> <start_date> tomorrow </start_date>	[]	{"PreviousTurnDomain":["calendar"],"PreviousTurnIntent":["create_calendar_entry"],"TaskFrameStatus":["InProgress"],"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_001	0		user	Block time on my calendar for 2 hours	CALENDAR	block_time	Block time on <relationship_name> my </relationship_name> calendar for <duration> 2 hours </duration>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_002	0		user	Block time for me for 2 hours	CALENDAR	block_time	Block time for <relationship_name> me </relationship_name> for <duration> 2 hours </duration>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_003	0		user	Block time on my calendar for 2 hours	CALENDAR	block_time	Block time on <relationship_name> my </relationship_name> calendar for <duration> 2 hours </duration>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_004	0		user	Block time for myself for 2 hours	CALENDAR	block_time	Block time for <relationship_name> myself </relationship_name> for <duration> 2 hours </duration>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_005	0		user	2 pm today 	CALENDAR	block_time	<start_time> 2 pm </start_time> <start_date> today </start_date>	[]	{"PreviousTurnDomain":["calendar"],"PreviousTurnIntent":["block_time"],"TaskFrameStatus":["InProgress"],"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_006	0		user	yes	CALENDAR	confirm	yes	[]	{"PreviousTurnDomain":["calendar"],"PreviousTurnIntent":["block_time"],"TaskFrameStatus":["PromptedForConfirmation"],"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_007	0		user	Block time with Yash at 2pm today	CALENDAR	block_time	Block time with <contact_name> Yash </contact_name> at <start_time> 2pm </start_time> <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_008	0		user	Block time at 2pm today	CALENDAR	block_time	Block time at <start_time> 2pm </start_time> <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_009	0		user	Block focus time for 2 hours	CALENDAR	block_time	Block <meeting_type> focus </meeting_type> time for <duration> 2 hours </duration>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_010	0		user	Block focus time to fill connect	CALENDAR	block_time	Block <meeting_type> focus </meeting_type> time to <title> fill connect </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
BlockTime_011	0		user	Block focus time at 2pm today	CALENDAR	block_time	Block <meeting_type> focus </meeting_type> time at <start_time> 2pm </start_time> <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_001	0		user	Dial Michael into the meeting	CALENDAR	add_attendee	Dial <contact_name> Michael </contact_name> into the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_002	0		user	Add Ori into the meeting	CALENDAR	add_attendee	Add <contact_name> Ori </contact_name> into the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_003	0		user	Add Johnson in the meeting	CALENDAR	add_attendee	Add <contact_name> Johnson </contact_name> in the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_004	0		user	Add Tom to the meeting	CALENDAR	add_attendee	Add <contact_name> Tom </contact_name> to the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_005	0		user	Dial 123-456-789 into the meeting	CALENDAR	add_attendee	Dial <phone_number> 123-456-789 </phone_number> into the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_006	0		user	Add 59172663 into the meeting	COMMUNICATION	add_to_call	Add <phone_number>59172663</phone_number> into the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2073204_007	0		user	Add 4215287 in the meeting	COMMUNICATION	add_to_call	Add <phone_number>4215287</phone_number> in the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2091563_001	0		user	Add to meeting	CALENDAR	add_attendee	Add to meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2091563_002	0		user	Add to the meeting 433-344-36373	COMMUNICATION	add_to_call	Add to the meeting <phone_number>433-344-36373</phone_number>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2012536_001	0		user	my meetings after 8 pm	CALENDAR	find_calendar_entry	my meetings <start_time> after 8 pm </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2012536_002	0		user	meetings after 7 pm	CALENDAR	find_calendar_entry	meetings <start_time> after 7 pm </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1987239_001	0		user	Meeting on okr with sapna	CALENDAR	find_calendar_entry	Meeting on <title> okr </title> with <contact_name> sapna </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1987239_002	0		user	my meeting on brainstorming	CALENDAR	find_calendar_entry	my meeting on <title> brainstorming </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1987239_003	0		user	Mark's meeting	CALENDAR	find_calendar_entry	<contact_name> Mark </contact_name>'s meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1987239_004	0		user	brainstorming event venue	CALENDAR	find_calendar_where	<title> brainstorming </title> event venue		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1991668_001	0		user	brainstorming meeting venue	CALENDAR	find_calendar_where	<title> brainstorming </title> meeting venue		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1963290_001	0		user	when is my meeting guidelines today	CALENDAR	find_calendar_when	when is my meeting <title> guidelines </title> <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1963290_002	0		user	when is my meeting test today	CALENDAR	find_calendar_when	when is my meeting <title> test </title> <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2015760_001	0		user	create an event with my manager	CALENDAR	create_calendar_entry	create an event with my <relationship_name> manager </relationship_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2015760_002	0		user	when is my next meeting with my manager	CALENDAR	find_calendar_when	when is my <start_time> next </start_time> meeting with my <relationship_name> manager </relationship_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2092339_001	0		user	Show all my meetings.	CALENDAR	navigate_calendar	Show all my meetings		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2092339_002	0		user	Show my events.	CALENDAR	navigate_calendar	Show my events		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2092339_003	0		user	Show me my meetings.	CALENDAR	navigate_calendar	Show me my meetings		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2092339_004	0		user	Hey Cortana, show me my meetings.	CALENDAR	navigate_calendar	Hey Cortana, show me my meetings		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2092339_005	0		user	Show the meetings today.	CALENDAR	navigate_calendar	Show the meetings <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1991673_001	0		user	my 10 am meeting	CALENDAR	find_calendar_entry	my <start_time> 10 am </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug1991673_002	0		user	meetings on next monday	CALENDAR	find_calendar_entry	meetings on <start_date> next monday </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2002494_001	0		user	my meeting tomorrow evening	CALENDAR	find_calendar_entry	my meeting <start_date> tomorrow </start_date> <start_time> evening </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2002494_002	0		user	my meetings in the evening	CALENDAR	find_calendar_entry	my meetings in the <start_time> evening </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
Bug2100940_001	0		user	fireside chat meeting	CALENDAR	find_calendar_entry	<title> fireside chat </title> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0001	0		user	Join my Teams meeting	CALENDAR	connect_to_meeting	Join my <meeting_type> Teams </meeting_type> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0002	0		user	Join the OCR Review meeting	CALENDAR	connect_to_meeting	Join the <title> OCR Review </title> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0003	0		user	Join the meeting	CALENDAR	connect_to_meeting	Join the meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0004	0		user	Join my meeting with Arnita	CALENDAR	connect_to_meeting	Join my meeting with <contact_name> Arnita </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0005	0		user	Start my meeting	CALENDAR	connect_to_meeting	Start my meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0006	0		user	Start my Teams call	CALENDAR	connect_to_meeting	Start my <meeting_type> Teams </meeting_type> call		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0007	0		user	Connect me to my next meeting	CALENDAR	connect_to_meeting	Connect me to my <start_time> next </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0008	0		user	Join my next call	CALENDAR	connect_to_meeting	Join my <start_time> next </start_time> call		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0009	0		user	Join my 9am meeting	CALENDAR	connect_to_meeting	Join my <start_time> 9am </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0010	0		user	Join my call with Keola Ching	CALENDAR	connect_to_meeting	Join my call with <contact_name> Keola Ching </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0011	0		user	Join my next call with Lisa	CALENDAR	connect_to_meeting	Join my <start_time> next </start_time> call with <contact_name> Lisa </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0012	0		user	Join my 5:00 PM	CALENDAR	connect_to_meeting	Join my <start_time> 5:00 PM </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0013	0		user	Join LU for 3S answers weekly sync	CALENDAR	connect_to_meeting	Join <title> LU for 3S answers weekly sync </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0014	0		user	Join the 3:30 PM	CALENDAR	connect_to_meeting	Join the <start_time> 3:30 PM </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0015	0		user	Join the search-based LU discussion	CALENDAR	connect_to_meeting	Join the <title> search-based LU discussion </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0016	0		user	Call into my 4PM	CALENDAR	connect_to_meeting	Call into my <start_time> 4PM </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0017	0		user	Dial into my 11AM meeting	CALENDAR	connect_to_meeting	Dial into my <start_time> 11AM </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0018	0		user	Patch me into my 2:20 meeting	CALENDAR	connect_to_meeting	Patch me into my <start_time> 2:20 </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0019	0		user	Join the meeting that's going on right now	CALENDAR	connect_to_meeting	Join the meeting that's going on right <start_time> now </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0020	0		user	What's Next	CALENDAR	find_calendar_entry	What's <start_time> Next </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0021	0		user	What's on my calendar today	CALENDAR	find_calendar_entry	What's on my calendar <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0022	0		user	What meetings do I have tomorrow 	CALENDAR	find_calendar_entry	What meetings do I have <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0023	0		user	What's on my schedule for Friday	CALENDAR	find_calendar_entry	What's on my schedule for <start_date> Friday </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0024	0		user	What do I have on Saturday	CALENDAR	find_calendar_entry	What do I have on <start_date> Saturday </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0025	0		user	Do I have anything on the calendar for Saturday	CALENDAR	find_calendar_entry	Do I have anything on the calendar for <start_date> Saturday </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0026	0		user	What's on my calendar for Friday afternoon	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> Friday </start_date> <start_time> afternoon </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0027	0		user	How does my calendar look on Thursday morning	CALENDAR	find_calendar_entry	How does my calendar look on <start_date> Thursday </start_date> <start_time> morning </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0028	0		user	What do I have later in the afternoon	CALENDAR	find_calendar_entry	What do I have later in the <start_time> afternoon </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0029	0		user	Am I free next Monday at 1PM	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_date> next Monday </start_date> at <start_time> 1PM </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0030	0		user	What meetings do I have next week	CALENDAR	find_calendar_entry	What meetings do I have <start_date> next week </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0031	0		user	What meetings do I have the week of 21st	CALENDAR	find_calendar_entry	What meetings do I have the <start_date> week of 21st </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0032	0		user	What do I have right now	CALENDAR	find_calendar_entry	What do I have right <start_time> now </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0033	0		user	What do I have on my calendar right now	CALENDAR	find_calendar_entry	What do I have on my calendar right <start_time> now </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0034	0		user	What do I have on my calendar for this weekend	CALENDAR	find_calendar_entry	What do I have on my calendar for <start_date> this weekend </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0035	0		user	What do I have next weekend	CALENDAR	find_calendar_entry	What do I have <start_date> next weekend </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0036	0		user	What's on my schedule tomorrow through Friday	CALENDAR	find_calendar_entry	What's on my schedule <start_date> tomorrow </start_date> through <end_date> Friday </end_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0037	0		user	What's on my calendar from 4PM to 8PM on Wednesday	CALENDAR	find_calendar_entry	What's on my calendar from <start_time> 4PM </start_time> to <end_time> 8PM </end_time> on <start_date> Wednesday </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0038	0		user	When is the first thing on my calendar tomorrow	CALENDAR	find_calendar_when	When is the <order_ref> first </order_ref> thing on my calendar <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0039	0		user	What's the last thing on my calendar today	CALENDAR	find_calendar_entry	What's the <order_ref> last </order_ref> thing on my calendar <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0040	0		user	Who's my next meeting with	CALENDAR	find_calendar_who	Who's my <start_time> next </start_time> meeting with		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0041	0		user	When's my next meeting with Jeanne O'Connor	CALENDAR	find_calendar_when	When's my <start_time> next </start_time> meeting with <contact_name> Jeanne O'Connor </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0042	0		user	Who am I meeting with later this afternoon	CALENDAR	find_calendar_who	Who am I meeting with later <start_time> this afternoon </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0043	0		user	When am I next meeting Jon	CALENDAR	find_calendar_when	When am I <start_time> next </start_time> meeting <contact_name> Jon </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0044	0		user	When am I meeting with Jeff Chen	CALENDAR	find_calendar_when	When am I meeting with <contact_name> Jeff Chen </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0045	0		user	What time's my meeting with Eric	CALENDAR	find_calendar_when	What time's my meeting with <contact_name> Eric </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0046	0		user	What time are Hao and I meeting	CALENDAR	find_calendar_when	What time are <contact_name> Hao </contact_name> and <relationship_name> I </relationship_name> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0047	0		user	Do I have any meetings with Raj on Friday	CALENDAR	find_calendar_entry	Do I have any meetings with <contact_name> Raj </contact_name> on <start_date> Friday </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0048	0		user	What do I have next	CALENDAR	find_calendar_entry	What do I have <start_time> next </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0049	0		user	What's next on my calendar	CALENDAR	find_calendar_entry	What's <start_time> next </start_time> on my calendar		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0050	0		user	What's next on my schedule	CALENDAR	find_calendar_entry	What's <start_time> next </start_time> on my schedule		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0051	0		user	Where's my next meeting	CALENDAR	find_calendar_where	Where's my <start_time> next </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0052	0		user	Where's my 3 PM meeting	CALENDAR	find_calendar_where	Where's my <start_time> 3 PM </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0053	0		user	Where's the Team sync meeting	CALENDAR	find_calendar_where	Where's the <title> Team sync </title> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
UserStory2124999_0054	0		user	Where are Kunal and I meeting	CALENDAR	find_calendar_where	Where are <contact_name> Kunal </contact_name> and I meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
