ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency
Teams15d00655-e761-4b93-9e02-cd97880d344b	0	9/11/2019 14:53	user	Send message to Jake.	COMMUNICATION	send_text	Send message to <contact_name>Jake</contact_name>.	[]				3
Teams294a2ffb-8564-4334-a236-9857df584a98	0	9/6/2019 9:30	user	Hey Cortana send message to UX Oh.	COMMUNICATION	send_text	Hey Cortana send message to <contact_name>UX Oh</contact_name>.	[]				1
Teams858268a7-7f30-41d3-a145-a7b920f2589e	0	9/18/2019 8:34	user	Send a message to James.	COMMUNICATION	send_text	Send a message to <contact_name>James</contact_name>.	[]				2
Teams99c75400-5bf3-4db0-95a2-0ab47c7d441c	0	9/15/2019 17:39	user	Send a message to James that I'll be late.	COMMUNICATION	send_text	Send a message to <contact_name>James</contact_name> that <message>I'll be late</message>.	[]				1
Teams2f1c169e-7f1a-4dae-b152-a2d50636aecf	0	9/20/2019 18:27	user	Cortana message Liu Yang.	COMMUNICATION	send_text	Cortana message <contact_name>Liu Yang</contact_name>.	[]				1
Teams14ee2009-ad3f-49ad-9d29-235211ee9bef	0	9/3/2019 13:04	user	Send message to Boaz Sapir.	COMMUNICATION	send_text	Send message to <contact_name>Boaz Sapir</contact_name>.	[]				1
Teamsd3dcb902-8258-4756-880a-5507a00261fe	0	9/18/2019 23:19	user	Send a message to Felix.	COMMUNICATION	send_text	Send a message to <contact_name>Felix</contact_name>.	[]				3
Teamsa3094fd6-5b6b-4399-84a0-9431551bc561	0	9/11/2019 17:53	user	Cortana send message to Boaz Sapir let's meet in 5 minutes.	COMMUNICATION	send_text	Cortana send message to <contact_name>Boaz Sapir</contact_name> <message>let's meet in 5 minutes</message>.	[]				1
Teams3a1dd84a-385d-4005-aac0-362c0aabd7a9	0	9/12/2019 14:10	user	Cortana send message to Yisrael Warburg (Matchpoint.	COMMUNICATION	send_text	Cortana send message to <contact_name>Yisrael Warburg (Matchpoint</contact_name>.	[]				1
Teamsdca06e7a-6345-4efb-9dc1-75b069af0bbe	0	9/20/2019 15:03	user	Send a message to mark.	COMMUNICATION	send_text	Send a message to <contact_name>mark</contact_name>.	[]				12
Teamsdf358d9f-3eb3-4563-bbb6-806c0cfd717e	0	9/29/2019 7:48	user	Hi Cortana, send a message to Chang chat.	COMMUNICATION	send_text	Hi Cortana, send a message to <contact_name>Chang chat</contact_name>.	[]				1
Teams947ca143-6fbe-4117-a510-1cc8658d6933	0	9/2/2019 3:50	user	Send a message. A.J.	COMMUNICATION	send_text	Send a message. <contact_name>A.J.</contact_name>	[]				1
Teams07353589-bc05-4c8b-bec6-e5f5592e6539	0	9/1/2019 13:45	user	Message.	COMMUNICATION	send_text	message	[]				3
Teams2d71bbf0-24a9-4e2a-a96f-c903bba87ee9	0	9/18/2019 7:38	user	Cortana send a message to alley.	COMMUNICATION	send_text	Cortana send a message to <contact_name>alley</contact_name>.	[]				1
Teamsa9545df8-b433-4f5e-b70f-579f63aba987	0	9/9/2019 22:16	user	Hey Cortana message Jotham Parker that this is first message.	COMMUNICATION	send_text	Hey Cortana message <contact_name>Jotham Parker</contact_name> that <message>this is first message</message>.	[]				1
Teams60d7f694-2ef4-4b03-adf2-df2f48f4441b	0	9/9/2019 8:10	user	Send a message to M.	COMMUNICATION	send_text	Send a message to <contact_name>M</contact_name>.	[]				4
Teams43c7f419-17a0-4363-9934-6228c6324ba1	0	9/6/2019 21:53	user	Message Moty.	COMMUNICATION	send_text	Message <contact_name>Moty</contact_name>.	[]				1
Teams6df94b56-9c7e-41db-8536-3dfb2d47403c	0	9/4/2019 1:27	user	Send a message to Shelly. This is a test with my voice to see if it works better today.	COMMUNICATION	send_text	Send a message to <contact_name>Shelly</contact_name>. <message>This is a test with my voice to see if it works better today</message>.	[]				1
Teams6310a20f-6ab0-4f2d-8749-3ebe2de82716	0	9/19/2019 10:53	user	Hey Cortana, send a message to Paul.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Paul</contact_name>.	[]				7
Teamsfdceccd0-59c1-42b2-8ee2-1908e6107227	0	9/19/2019 1:19	user	Send a message to Jerry.	COMMUNICATION	send_text	Send a message to <contact_name>Jerry</contact_name>.	[]				1
Teamsa6eff849-d877-416f-9e91-a69893406dbe	0	9/17/2019 14:41	user	Send Josh a message saying he is rude.	COMMUNICATION	send_text	Send <contact_name>Josh</contact_name> a message saying <message>he is rude</message>.	[]				1
Teams72d40df4-fa64-4d91-8ca9-e92f8f824b00	0	9/12/2019 7:30	user	Text. Tyra bro Movic please.	COMMUNICATION	send_text	Text. <contact_name>Tyra bro Movic</contact_name> please.	[]				1
Teams2fbf5f08-8ed3-4ee4-83e0-7c1b7ef8003a	0	9/13/2019 22:34	user	Send a message to Sarah Siri to sing. Have a good weekend.	COMMUNICATION	send_text	Send a message to <contact_name>Sarah Siri</contact_name> to <message>sing. Have a good weekend</message>.	[]				1
Teams77e92591-b6d9-442b-96d5-2c4538102d44	0	9/12/2019 19:17	user	Message Shwetambari.	COMMUNICATION	send_text	Message <contact_name>Shwetambari</contact_name>.	[]				2
Teams85f33f28-c3d9-41a2-aab3-d1eaace7768e	0	9/15/2019 8:05	user	Hey Cortana, send a message to David.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>David</contact_name>.	[]				2
Teamse32aa137-4402-4342-8042-28ce419f4f14	0	9/24/2019 10:25	user	Cortana send message to Ali Bach.	COMMUNICATION	send_text	Cortana send message to <contact_name>Ali Bach</contact_name>.	[]				1
Teams70a9e320-c634-41ad-81a5-1296ccee2775	0	9/25/2019 15:17	user	Cortana send a message to Idan.	COMMUNICATION	send_text	Cortana send a message to <contact_name>Idan</contact_name>.	[]				1
Teams31559c33-6372-4594-8636-5e86cfda1514	0	9/10/2019 5:38	user	Send a message to Paul.	COMMUNICATION	send_text	Send a message to <contact_name>Paul</contact_name>.	[]				12
Teamsfd3706aa-27f4-478a-b93e-0a37d8a21998	0	9/29/2019 4:30	user	Send message to Rose.	COMMUNICATION	send_text	Send message to <contact_name>Rose</contact_name>.	[]				7
Teams64382ec0-5900-42a0-84af-cab8ebd8c493	0	9/8/2019 12:18	user	Send a message to juice.	COMMUNICATION	send_text	Send a message to <contact_name>juice</contact_name>.	[]				1
Teams106cc43a-6870-43e0-96e5-667079caa02b	0	9/20/2019 5:58	user	Hey Cortana, send a message to someone.	COMMUNICATION	send_text	Hey Cortana, send a message to someone.	[]				1
Teamsde0ffd9c-e804-4e0f-a019-0e342b1a425e	0	9/20/2019 15:44	user	Hey Cortana message Boaz.	COMMUNICATION	send_text	Hey Cortana message <contact_name>Boaz</contact_name>.	[]				1
Teamsf7d6087f-4ae9-4170-bfca-4557b521be4a	0	9/5/2019 12:39	user	Cortana send a message to Boaz Sapir.	COMMUNICATION	send_text	Cortana send a message to <contact_name>Boaz Sapir</contact_name>.	[]				4
Teamsa44c576c-b01a-4236-9922-a0f6d8d731c3	0	9/18/2019 11:44	user	Hey Cortana, send a message to Paul that I am running late.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Paul</contact_name> that <message>I am running late</message>.	[]				1
Teams7c16b638-bac4-4309-a13b-658a1913985d	0	9/8/2019 14:44	user	Write a message to Amir Harari.	COMMUNICATION	send_text	Write a message to <contact_name>Amir Harari</contact_name>.	[]				1
Teams657c01ab-8874-4e5f-8cc8-216b493adc78	0	9/9/2019 8:53	user	Send message to Lukas.	COMMUNICATION	send_text	Send message to <contact_name>Lukas</contact_name>.	[]				1
Teams2fc1efef-0d57-49d1-9930-8b5db9defd49	0	9/17/2019 1:33	user	Hey Cortana, send a message to A.J.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>A.J.</contact_name>	[]				2
Teams4952f2ae-362a-4429-ac2d-13275e2bee00	0	9/17/2019 19:16	user	Send a message to Eran Levy that I did. Miller.	COMMUNICATION	send_text	Send a message to <contact_name>Eran Levy</contact_name> that <message>I did. Miller</message>.	[]				1
Teamsae07978e-0ac1-45cf-9789-014c9c5663e0	0	9/6/2019 16:44	user	Message Darren.	COMMUNICATION	send_text	Message <contact_name>Darren</contact_name>.	[]				5
Teamsa0a5c09e-3b19-4a9a-92b5-e873d61f7bbf	0	9/5/2019 13:01	user	Send a message to Dan. Hey, do you have a minute.	COMMUNICATION	send_text	Send a message to <contact_name>Dan</contact_name>. <message>Hey, do you have a minute</message>.	[]				1
Teams6a94359a-07d2-4d46-beb3-81323ee7b94a	0	9/1/2019 16:59	user	Send a message that I will call Soph.	COMMUNICATION	send_text	Send a message that <message>I will call Soph</message>.	[]				1
Teamsc65c29f1-462a-4a63-9f6f-808307636735	0	9/27/2019 20:59	user	Send a message to.	COMMUNICATION	send_text	send a message to	[]				4
Teams98f8f2dd-0267-4599-ad4e-fa5779075965	0	9/6/2019 22:14	user	Send a message to Craig.	COMMUNICATION	send_text	Send a message to <contact_name>Craig</contact_name>.	[]				2
Teamse7f14825-2194-4cae-b2d8-216e279c9c01	0	9/8/2019 14:16	user	Cortana send message to Jennifer.	COMMUNICATION	send_text	Cortana send message to <contact_name>Jennifer</contact_name>.	[]				1
Teams32effb38-cd16-4768-a8dc-4a57a49b3f20	0	9/2/2019 17:14	user	Cortana send a message to Alpha. Ha ha.	COMMUNICATION	send_text	Cortana send a message to <contact_name>Alpha</contact_name>. <message>Ha ha</message>.	[]				1
Teamsd34b6fb6-2f33-4679-a869-0f4b921223af	0	9/2/2019 13:15	user	Cortana. Hey Cortana message Eyal.	COMMUNICATION	send_text	Cortana. Hey Cortana message <contact_name>Eyal</contact_name>.	[]				1
Teams620d8764-9059-4cfc-b630-8a37e0e67339	0	9/13/2019 18:41	user	Send a message to Sarah testing the message confirmation.	COMMUNICATION	send_text	Send a message to <contact_name>Sarah</contact_name> <message>testing the message confirmation</message>.	[]				1
Teamsa63cf5e3-68d6-4373-9f92-5ccfbe6cd0d0	0	9/1/2019 12:54	user	Hey Cortana, send a message to Betty.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Betty</contact_name>.	[]				8
Teamsde2b0fdd-4ea9-49dc-95de-63ded13c2e8f	0	9/5/2019 13:45	user	Hey Cortana. Send message to Shachaf.	COMMUNICATION	send_text	Hey Cortana. Send message to <contact_name>Shachaf</contact_name>.	[]				1
Teams5e0cf14f-d9fb-4955-bcb6-45b6a15aa0e4	0	9/3/2019 13:03	user	Send message to boss appear. Let me check.	COMMUNICATION	send_text	Send message to <relationship_name>boss</relationship_name> appear. <message>Let me check</message>.	[]				1
Teamsff1c0770-12e9-43ce-a5e2-f8ebe7974a2f	0	9/12/2019 10:03	user	Hey Cortana, send a message to channel with 10.	COMMUNICATION	send_text	Hey Cortana, send a message to channel with <message>10</message>.	[]				1
Teams2e2189eb-9601-4b15-8f09-5ccc84ccd443	0	9/2/2019 13:46	user	Send Danny a message.	COMMUNICATION	send_text	Send <contact_name>Danny</contact_name> a message.	[]				1
Teams4fcca074-95a0-4c4c-8da9-04f9eb30ece3	0	9/9/2019 7:20	user	Send message from Bansal.	COMMUNICATION	send_text	Send message <message>from Bansal</message>.	[]				1
Teams12ee2b81-ac2f-4718-bb39-fef574faf219	0	9/3/2019 8:43	user	Send message to Jim going to be late.	COMMUNICATION	send_text	Send message to <contact_name>Jim</contact_name> <message>going to be late</message>.	[]				1
Teamsf4e27e43-79e9-4c1b-a151-8a5940bf527f	0	9/13/2019 18:51	user	Message Eugene.	COMMUNICATION	send_text	Message <contact_name>Eugene</contact_name>.	[]				2
Teams864957a9-ca3c-46b7-9f57-477291abfcae	0	9/4/2019 13:25	user	Hey Cortana, send a message to Alice James.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Alice James</contact_name>.	[]				2
Teams5a2f2959-7f5f-49ff-8d71-3c887122da19	0	9/5/2019 8:37	user	Cortana send message to Neta-Lee Golan coming.	COMMUNICATION	send_text	Cortana send message to <contact_name>Neta-Lee Golan</contact_name> <message>coming</message>.	[]				1
Teams057e452f-02db-49c7-9aae-9286fe1d3689	0	9/12/2019 16:25	user	Yeah, send a message to Lisa.	COMMUNICATION	send_text	Yeah, send a message to <contact_name>Lisa</contact_name>.	[]				1
Teams90c6786e-95ee-4562-898b-588f258263a9	0	9/15/2019 13:57	user	Hey Cortana. Send message to Adi Klinger.	COMMUNICATION	send_text	Hey Cortana. Send message to <contact_name>Adi Klinger</contact_name>.	[]				1
Teams2efdb163-186f-41f1-a330-0e130ce2f52f	0	9/26/2019 15:40	user	Send a message to Eran Yariv.	COMMUNICATION	send_text	Send a message to <contact_name>Eran Yariv</contact_name>.	[]				1
Teams354331e5-53f9-4ecd-8810-6c72b9bea79b	0	9/11/2019 7:35	user	Cortana send message to Alley Yahoo.	COMMUNICATION	send_text	Cortana send message to <contact_name>Alley Yahoo</contact_name>.	[]				1
Teamsdc97f4d1-95e5-4389-9d95-0e105ab0a4bf	0	9/16/2019 22:19	user	Message Jotham Parker.	COMMUNICATION	send_text	Message <contact_name>Jotham Parker</contact_name>.	[]				1
Teams02480d51-d762-4865-951f-a2a5a23c098c	0	9/13/2019 21:55	user	Send a message to August Niehaus saying have a great weekend.	COMMUNICATION	send_text	Send a message to <contact_name>August Niehaus</contact_name> saying <message>have a great weekend</message>.	[]				1
Teams0b1ed6c8-df56-4a25-82b4-956efc937a0e	0	9/29/2019 7:40	user	Cortana message. Hey Cortana.	COMMUNICATION	send_text	Cortana message. Hey Cortana.	[]				1
Teamsd4cf9e8f-ee80-412a-bbdc-b8a01fc88811	0	9/15/2019 11:30	user	Send a message to David.	COMMUNICATION	send_text	Send a message to <contact_name>David</contact_name>.	[]				2
Teams96dc0877-3e87-4233-835b-25faaf412d09	0	9/27/2019 5:30	user	Send message to DMX Test User 9.	COMMUNICATION	send_text	Send message to <contact_name>DMX Test User 9</contact_name>.	[]				18
Teamsf02cf066-9d86-4d58-8ff2-0876d28798cb	0	9/10/2019 7:57	user	Hey Cortana send a message.	COMMUNICATION	send_text	Hey Cortana send a message.	[]				25
Teamsa689b2c2-16ff-445d-b4e8-695c001d7ce4	0	9/1/2019 0:27	user	Hey Cortana, send a message to Jon Douglas.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Jon Douglas</contact_name>.	[]				2
Teamseded7af2-e8b1-4238-a73e-d98f350e96c3	0	9/30/2019 5:56	user	Hey Cortana. Send message to Rose.	COMMUNICATION	send_text	Hey Cortana. Send message to <contact_name>Rose</contact_name>.	[]				3
Teamsdadecd5f-3a84-444e-a14c-06e21631543e	0	9/11/2019 12:53	user	Send message to Alaa Odeh.	COMMUNICATION	send_text	Send message to <contact_name>Alaa Odeh</contact_name>.	[]				1
Teamsa41be24c-8609-442f-ab1d-7b1dbfed46d3	0	9/16/2019 12:07	user	Hey Cortana, send a message to Shiva.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Shiva</contact_name>.	[]				2
Teams20e73c8a-6682-4c36-904a-a3981c2fedaf	0	9/11/2019 19:05	user	Send a message to Ori.	COMMUNICATION	send_text	Send a message to <contact_name>Ori</contact_name>.	[]				2
Teams92e8afed-c11a-48b0-9772-88a57b70c7ac	0	9/25/2019 19:44	user	Send a message to Pavan.	COMMUNICATION	send_text	Send a message to <contact_name>Pavan</contact_name>.	[]				1
Teams1c9dcfd8-1686-4d3e-8156-7f2663342317	0	9/9/2019 21:54	user	Send a message to Santos.	COMMUNICATION	send_text	Send a message to <contact_name>Santos</contact_name>.	[]				1
Teamsb178e144-dc76-4a9e-943a-5a8523a45dec	0	9/12/2019 14:18	user	Cortana send message to Neta-Lee Golan and I.	COMMUNICATION	send_text	Cortana send message to <contact_name>Neta-Lee Golan</contact_name> <message>and I</message>.	[]				1
Teams014fbee2-c4a7-45f9-89fa-78ef42fc020a	0	9/24/2019 16:35	user	Send a message to Lisa.	COMMUNICATION	send_text	Send a message to <contact_name>Lisa</contact_name>.	[]				8
Teams98358fde-379e-4ff1-aa1f-406d7e0340de	0	9/20/2019 15:11	user	Send a message to Kevin.	COMMUNICATION	send_text	Send a message to <contact_name>Kevin</contact_name>.	[]				1
Teams7e04a889-cdb6-4bee-a768-d5a6c56eb709	0	9/4/2019 1:50	user	Send a message to Gregg.	COMMUNICATION	send_text	Send a message to <contact_name>Gregg</contact_name>.	[]				2
Teams857814e8-aa7c-48d6-a130-34d8f0d17995	0	9/11/2019 15:54	user	Cortana, would you please tell Mahatma gun? I will be late.	COMMUNICATION	send_text	Cortana, would you please tell <contact_name>Mahatma gun</contact_name>? <message>I will be late</message>.	[]				1
Teamsbdedbc83-6f9b-43f1-b7e0-152ea8a2c80d	0	9/24/2019 8:57	user	Send a message to Rob Miguel.	COMMUNICATION	send_text	Send a message to <contact_name>Rob Miguel</contact_name>.	[]				1
Teams73e7d981-0c9e-4fc5-81c2-fd711a6b4008	0	9/12/2019 7:45	user	Cortana send message to Adi Sela.	COMMUNICATION	send_text	Cortana send message to <contact_name>Adi Sela</contact_name>.	[]				6
Teams7870d66a-307a-4f40-970f-ba921e510d35	0	9/11/2019 17:22	user	Cortana send message to Shira Weinberg. Hello Shira.	COMMUNICATION	send_text	Cortana send message to <contact_name>Shira Weinberg</contact_name>. <message>Hello Shira</message>.	[]				1
Teamse88f65e1-c5b2-43c6-bf0d-93fc942dcf6f	0	9/17/2019 19:37	user	Send a message to Li Jiang.	COMMUNICATION	send_text	Send a message to <contact_name>Li Jiang</contact_name>.	[]				1
Teams73208d1a-1fa2-4eab-9720-4af1985026e2	0	9/24/2019 17:49	user	Send message to Shanshan that I am late.	COMMUNICATION	send_text	Send message to <contact_name>Shanshan</contact_name> that <message>I am late</message>.	[]				1
Teamsa2742ffc-7deb-411e-8d14-b803e638cee6	0	9/11/2019 8:21	user	Cortana send message to Guan.	COMMUNICATION	send_text	Cortana send message to <contact_name>Guan</contact_name>.	[]				1
Teams574ba3a1-a7fb-4635-9cf0-6c3493ccf268	0	9/18/2019 18:39	user	Tell shut up that I'm running a couple minutes late.	COMMUNICATION	send_text	Tell <contact_name>shut up</contact_name> that <message>I'm running a couple minutes late</message>.	[]				1
Teams7f7f403e-ee71-48ef-9bf1-8d28cabed3ae	0	9/11/2019 7:48	user	Message Leo.	COMMUNICATION	send_text	Message <contact_name>Leo</contact_name>.	[]				1
Teams116df766-025e-44aa-b5f5-6696bc10c7f9	0	9/16/2019 19:37	user	Send message to Aliza.	COMMUNICATION	send_text	Send message to <contact_name>Aliza</contact_name>.	[]				1
Teamsed3fc5d9-3ef7-425f-9337-46e9ed32b36a	0	9/12/2019 2:42	user	Send a message with a pool.	COMMUNICATION	send_text	Send a message with a pool.	[]				1
Teams9ceefa1f-db0f-4a12-8ecd-1df3b174721c	0	9/11/2019 16:56	user	Cortana send Boaz Sapir a message.	COMMUNICATION	send_text	Cortana send <contact_name>Boaz Sapir</contact_name> a message.	[]				1
Teamse209ea27-dcf9-43f7-92a6-feaa75e35ae9	0	9/3/2019 6:40	user	Text.	COMMUNICATION	send_text	text	[]				2
Teams69432b07-8403-477d-9882-cf6ae3c79146	0	9/26/2019 15:34	user	Send a message to Asif Ghanchi.	COMMUNICATION	send_text	Send a message to <contact_name>Asif Ghanchi</contact_name>.	[]				1
Teams8aa8eedb-051e-428c-8330-370416ab3e18	0	9/2/2019 16:59	user	Cortana send message to shmulik. I'll be home soon.	COMMUNICATION	send_text	Cortana send message to <contact_name>shmulik</contact_name>. <message>I'll be home soon</message>.	[]				1
Teams5b031561-bf61-4a56-a6d2-503faa3de975	0	9/15/2019 11:21	user	Cortana send a message to Haim Clock.	COMMUNICATION	send_text	Cortana send a message to <contact_name>Haim Clock</contact_name>.	[]				1
Teamsf809312b-18c1-4cf2-893c-28892062e0c5	0	9/6/2019 21:37	user	Hey Cortana, send a message to Vinay Gupta.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Vinay Gupta</contact_name>.	[]				1
Teams44b7b5da-1952-4711-b249-324ed596412d	0	9/11/2019 7:14	user	Hey Cortana. Send message to Amena Kanchwala.	COMMUNICATION	send_text	Hey Cortana. Send message to <contact_name>Amena Kanchwala</contact_name>.	[]				1
Teams1e067f83-cd5b-4d7f-a3b0-67792f4c630d	0	9/6/2019 17:46	user	Send a message to FedEx.	COMMUNICATION	send_text	Send a message to <contact_name>FedEx</contact_name>.	[]				2
Teams173bfb9b-d85e-46d6-b50d-75165c96c293	0	9/10/2019 5:45	user	Send a message to Paul that I am running late.	COMMUNICATION	send_text	Send a message to <contact_name>Paul</contact_name> that <message>I am running late</message>.	[]				4
Teamse1e72ddb-8e3b-4cb3-986c-51159cb23c54	0	9/9/2019 16:04	user	Send message to George William Flowers are on your desk.	COMMUNICATION	send_text	Send message to <contact_name>George William</contact_name> <message>Flowers are on your desk</message>.	[]				1
Teamsbeed2efd-1f87-495c-b874-16a5d175ae96	0	9/3/2019 11:43	user	Send a message to Haim Somech Aloe. How are you?	COMMUNICATION	send_text	Send a message to <contact_name>Haim Somech Aloe</contact_name>. <message>How are you?</message>	[]				1
Teams9bedc654-8ebe-4a71-aa5f-f9121ffdd32d	0	9/11/2019 7:42	user	Cortana send a message to Iran. Your Eve.	COMMUNICATION	send_text	Cortana send a message to <contact_name>Iran</contact_name>. <message>Your Eve</message>.	[]				1
Teamscc756297-641b-4193-b8aa-c0f13cfa71b4	0	9/9/2019 7:17	user	Send message Rahul.	COMMUNICATION	send_text	Send message <contact_name>Rahul</contact_name>.	[]				1
Teams645741e6-7cdc-4624-bd52-a4500fc95b6a	0	9/12/2019 16:20	user	Send a message to Hasya.	COMMUNICATION	send_text	Send a message to <contact_name>Hasya</contact_name>.	[]				1
Teams00b9ca78-468a-4b29-8f7b-551e744b9d1b	0	9/11/2019 7:54	user	Send message to Eran Yariv.	COMMUNICATION	send_text	Send message to <contact_name>Eran Yariv</contact_name>.	[]				1
Teams262fd440-74e8-4c47-a2d7-ce70181cc842	0	9/12/2019 10:08	user	Send a message to Jim.	COMMUNICATION	send_text	Send a message to <contact_name>Jim</contact_name>.	[]				11
Teamse1a0c8ae-323a-4d40-bf67-a0cf7ba41695	0	9/4/2019 20:12	user	Send a message to Arnita.	COMMUNICATION	send_text	Send a message to <contact_name>Arnita</contact_name>.	[]				1
Teamsf178b0bd-fc10-47e1-8a15-1fc8c5292711	0	9/24/2019 10:08	user	Cortana Cortana send message to alley block?	COMMUNICATION	send_text	Cortana Cortana send message to <contact_name>alley block</contact_name>?	[]				1
Teams1ee32884-2f68-432f-ba61-d3fc43649190	0	9/16/2019 17:00	user	Send message to Sharat Shroff.	COMMUNICATION	send_text	Send message to <contact_name>Sharat Shroff</contact_name>.	[]				2
Teams35e1caff-8d7b-47e6-b0f9-8750afb5d26e	0	9/17/2019 19:47	user	Message Eran Levy. It was a good chat.	COMMUNICATION	send_text	Message <contact_name>Eran Levy</contact_name>. <message>It was a good chat</message>.	[]				1
Teamseb400197-6d1b-4376-97e2-44e419837ca8	0	9/30/2019 20:22	user	Send a message to myself.	COMMUNICATION	send_text	Send a message to myself.	[]				3
Teamsc6666b79-4878-47ab-9319-af883c5fa674	0	9/27/2019 8:28	user	Hey Cortana, send a message to Sharat Shroff.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Sharat Shroff</contact_name>.	[]				1
Teams93147c60-7efd-471b-b3ab-a9d1fde8bbd0	0	9/15/2019 11:46	user	Hey Cortana, send a message to Idan.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Idan</contact_name>.	[]				3
Teamsf31b0bd1-9484-4677-80a2-54d5481100e7	0	9/10/2019 17:48	user	Send a message to Ryan.	COMMUNICATION	send_text	Send a message to <contact_name>Ryan</contact_name>.	[]				3
Teams591cbf37-9713-4538-8fe5-46a440e76bba	0	9/3/2019 14:32	user	Send a message to Idan.	COMMUNICATION	send_text	Send a message to <contact_name>Idan</contact_name>.	[]				2
Teamscb8fd3c6-f4d1-45cd-b146-5d9419625264	0	9/23/2019 10:06	user	Send message to Adi.	COMMUNICATION	send_text	Send message to <contact_name>Adi</contact_name>.	[]				3
Teams298b4b56-168f-47ec-b710-0787b67a1f86	0	9/16/2019 20:35	user	Send a message to theorem.	COMMUNICATION	send_text	Send a message to <contact_name>theorem</contact_name>.	[]				1
Teams89c0715b-50d5-4d33-a707-3db82337414b	0	9/10/2019 0:29	user	Send a message to Akshay Bhat.	COMMUNICATION	send_text	Send a message to <contact_name>Akshay Bhat</contact_name>.	[]				1
Teams65f9aa35-cb44-4831-bcd6-7bf34738360f	0	9/12/2019 6:22	user	Hey Cortana. Send message to David.	COMMUNICATION	send_text	Hey Cortana. Send message to <contact_name>David</contact_name>.	[]				1
Teams18db46eb-761f-470e-b407-a3e11ff2456b	0	9/16/2019 21:06	user	Send a message to John.	COMMUNICATION	send_text	Send a message to <contact_name>John</contact_name>.	[]				1
Teams17b316ff-8949-4775-8b65-c1e912db9cbc	0	9/30/2019 7:10	user	Send a message to Simon.	COMMUNICATION	send_text	Send a message to <contact_name>Simon</contact_name>.	[]				3
Teams6d90a2ba-323b-4d94-a277-0907b319f360	0	9/2/2019 11:52	user	Cortana tell Mahatma Gandhi that I'll be late.	COMMUNICATION	send_text	Cortana tell <contact_name>Mahatma Gandhi</contact_name> that <message>I'll be late</message>.	[]				1
Teamsf4e23748-037b-4156-8b21-99c5d6ec24fa	0	9/16/2019 18:36	user	Send message to Brenda Meng on teams.	COMMUNICATION	send_text	Send message to <contact_name>Brenda Meng</contact_name> on <source_platform>teams</source_platform>.	[]				1
Teams1bbb20fc-1d1e-4cb7-936b-fead22e658d5	0	9/9/2019 1:21	user	Message George.	COMMUNICATION	send_text	Message <contact_name>George</contact_name>.	[]				1
Teamse8273c94-7cd3-4259-8f11-eaae412859e0	0	9/11/2019 17:18	user	Send message to Haim Somech.	COMMUNICATION	send_text	Send message to <contact_name>Haim Somech</contact_name>.	[]				1
Teamscf2edf67-2ac1-43b0-ae0a-c411cb6680db	0	9/11/2019 15:44	user	Cortana send a message.	COMMUNICATION	send_text	Cortana send a message.	[]				2
Teamsfa9dd659-e612-41d6-82a0-ca405359c014	0	9/12/2019 8:30	user	Hey Cortana, can you please send a message to Nami?	COMMUNICATION	send_text	Hey Cortana, can you please send a message to <contact_name>Nami</contact_name>?	[]				1
Teams4aeef792-ebde-40a9-b1fb-1ef232f05337	0	9/12/2019 20:46	user	Hey Cortana, send a message to team morale issue.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>team morale issue</contact_name>.	[]				1
Teams5e2f0854-8e9d-4a2f-87ce-7036c49e223d	0	9/27/2019 20:15	user	Send a message to Shawn Chang that I will be attending the meeting with Padma Varadharajan.	COMMUNICATION	send_text	Send a message to <contact_name>Shawn Chang</contact_name> that <message>I will be attending the meeting with Padma Varadharajan</message>.	[]				1
Teams6db6b824-ae28-4791-8cc3-c16c21b88d57	0	9/20/2019 16:39	user	Cortana send a message to Arun Mehta.	COMMUNICATION	send_text	Cortana send a message to <contact_name>Arun Mehta</contact_name>.	[]				1
Teams4544bade-2ef3-46a2-8aab-a6990e99c091	0	9/1/2019 16:47	user	Send message to Neta-Lee Golan.	COMMUNICATION	send_text	Send message to <contact_name>Neta-Lee Golan</contact_name>.	[]				3
Teams6767717d-2df0-43dd-b700-c6e9d1978d8c	0	9/19/2019 22:02	user	Hey Cortana, send a message to Shelly saying thank you.	COMMUNICATION	send_text	Hey Cortana, send a message to <contact_name>Shelly</contact_name> saying <message>thank you</message>.	[]				1
Teams47acb976-e49a-412b-a0d0-d3d8209b7984	0	9/19/2019 7:51	user	Send a message with the pool.	COMMUNICATION	send_text	Send a message with the pool.	[]				1
